title,media,date,desc,content,keyword,global_keywords
일룸 ‘업 모션 테이블’로 2024 레드 닷 디자인 어워드 본상 수상,한국데이터경제신문,5개월 전,퍼시스그룹의 생활가구 전문 브랜드 일룸(www.iloom.com)의 '업 모션 테이블'이 세계적인 권위를 자랑하는 독일의 '2024 레드 닷 디자인 어워드(2024...,"일룸의 ‘업 모션 테이블’이 세계 3대 디자인상 중 하나인 ‘2024 레드 닷 디자인 어워드’에서 본상을 수상했다

퍼시스그룹의 생활가구 전문 브랜드 일룸(www.iloom.com)의 ‘업 모션 테이블’이 세계적인 권위를 자랑하는 독일의 ‘2024 레드 닷 디자인 어워드(2024 Red Dot Design Award)’에서 본상을 수상하며, 가구 디자인 역량을 세계적으로 인정받았다.



레드 닷 디자인 어워드는 독일 노르트하임 베스트팔렌 디자인센터가 1955년부터 가구·가전·패션·액세서리 등 48개 분야의 제품 디자인을 평가하는 시상식이다. 매년 △제품 디자인 △커뮤니케이션 디자인 △디자인 콘셉트 세 분야에서 혁신성, 기능성, 인간 중심 디자인, 지속 가능성 등을 종합적으로 평가해 최고의 디자인 제품을 선정한다. 레드 닷 디자인 어워드는 독일의 iF(International Forum Design), 미국의 IDEA(International Design Excellence Award)와 더불어 세계 3대 디자인 어워드로 꼽힌다.



레드 닷 디자인 어워드에서 수상한 업 모션 테이블은 기존 사무용 데스크에 국한되던 높이 조절 테이블의 영역을 리빙 다이닝 공간까지 확장했다는 부분에서 높은 평가를 받았다.



업 모션 테이블은 가족 구성원의 라이프스타일 및 체형 등에 맞춰 다양하게 활용할 수 있는 모션형 다이닝 테이블이다. 상판 높이를 620mm부터 900mm까지 조절할 수 있는 상판 높낮이 조절 기능은 테이블 하나로 식사, 취미, 공부, 재택근무 등 여러 활동을 지원해 생활의 편리함과 공간 활용도를 높여준다. 또한 일반적인 모션데스크와 달리 화이트와 우드 컬러를 활용한 감성적인 디자인에 기계적인 요소의 노출을 최소화해 조화로운 인테리어 연출이 가능한 제품이다.



이번 2024 레드 닷 어워드 본상 수상 외에도 일룸은 아이를 위한 기능성 책상인 ‘제롬 모션데스크’로 2021 레드 닷 어워드 본상, 2021 IDEA 디자인 어워드 금상, 2022 iF 디자인 어워드 본상 등 세계 3대 디자인 어워드에서 그랜드 슬램을 달성한 바 있다. 이 밖에도 일룸의 베스트셀러인 ‘로이’ 시리즈로 iF 디자인 어워드, IDEA 디자인 어워드, 굿 디자인 어워드 등 권위 있는 글로벌 디자인 어워드를 수상하며 디자인 우수성을 인정받고 있다.



일룸은 이번 수상은 사용자 중심의 접근과 이를 세심한 디테일로 구현하는 일룸의 브랜드 가치를 세계적으로 인정받았다는 점에서 의미가 있다면서 앞으로도 사용자의 라이프스타일 및 편의를 최우선으로 생각하며, 혁신적이고도 감각적인 제품을 선보이기 위해 끊임없이 나아갈 것이라고 말했다.



저작권자 © 한국데이터경제신문 무단전재 및 재배포 금지","디자인, 테이블, 다이닝, 데스크, 라이프스타일","브랜드:0.046, 브랜드:0.046, 브랜드:0.046, 디자인:0.043, 디자인:0.043"
"“저건 선 넘었다”…스벅에 모니터 들고와 작업한 손님, 당신 생각은?",매일경제,5개월 전,커피전문점 스타벅스에서 노트북과 컴퓨터 모니터를 들어와 이를 설치한 후 태연히 작업을 하는 손님 사진이 한 온라인 커뮤니티에 올라와 논란이...,,"커피전문점, 스타벅스, 모니터, 온라인","온라인:0.016, 스타벅스:0.010, 모니터:0.009, 커피전문점:0.001"
"삼성證, '모바일 오피스'로 사무공간 혁신",아시아경제,8개월 전,"29일 디지털사업 담당조직 사무실 이전하며 '모바일 오피스' 형태로 사무공간 혁신 디지털 관련 7개 부서 상시 소통 위해 모바일 사무기기와 Y자,...","29일 디지털사업 담당조직 사무실 이전하며 '모바일 오피스' 형태로 사무공간 혁신

디지털 관련 7개 부서 상시 소통 위해 모바일 사무기기와 Y자, T자형 테이블 구조 적용



[아시아경제 송화정 기자]삼성증권이 디지털 담당하는 조직의 사무실 이전과 함께 사무공간도 디지털 사업 특성에 맞춰 대대적으로 혁신했다.

삼성증권은 지난 29일 디지털 사업을 책임지는 디지털인텔리전스(DI) 담당과 디지털채널(DC) 본부 산하 7개 부서의 사무실을 강남역 인근에 자리한 강남N타워에 새롭게 마련했다고 밝혔다.

이들이 사용할 사무공간은 이동의 자유를 의미하는 '모바일 오피스' 형태로 꾸며졌다. 사무실에 입주한 7개 부서는 부서간의 칸막이는 물론 부서장과 부서원 모두 지정된 좌석도 없다. 테이블도 기존의 일자형 배치 대신 소통에 유리한 T자형과 Y자형 구조로 배치했다. 직원들은 사무용품도 데스크톱 PC가 아닌 무선랜과 노트북, 태블릿 등을 활용해 자기 업무에 가장 적합한 공간을 스스로 찾아가 업무를 진행하면 된다.

이처럼 사무실에 부서별 공간과 사무용 전산기기 사용 등에 대한 제한이 없기 때문에 소속과 관계없이 언제라도 타 부서원들과 자유롭게 소통하며 협업할 수 있다.

또한 사무공간 중앙에 카페를 만들어 젊은 직원들이 주위의 눈치를 보지 않고 자유롭게 의견을 교환하며 새로운 콘텐츠를 기획할 수 있게 했고 사무실 한쪽에는 인터넷 방송용 스튜디오도 구축해 직원들이 창의적인 아이디어가 떠오르면 언제라도 대고객 영상 콘텐츠로 제작해 서비스 할 수 있도록 했다.

전계완 DI담당 상무는 ""디지털사업도 결국 사람이 하는 일이기 때문에 획일적으로 구분된 아날로그적 사무 환경에서 일하다 보면 혁신적인 아이디어 개발에도 제약이 생기는 게 인지상정""이라며 ""이번 사무공간의 혁신으로 직원들이 디지털이 숨쉬는 공간에서 다양한 아이디어를 함께 만들어 갈 수 있게 돼 향후 더욱 다양하고 새로운 솔루션들을 만들어 나갈 수 있을 것으로 기대된다""고 말했다.

올해 3월 삼성증권은 온라인주식거래를 넘어 디지털 자산관리 시대를 열겠다고 선언한 후 비대면 고객들에 대해서도 디지털상담팀의 전문가 투자상담 서비스를 유선 및 온라인으로 제공해 화제를 모았다.

또한 10월에는 인공지능(AI)을 기반으로 한 특허기술을 활용해 투자자 입맛에 맞는 종목을 추천해 주는 신개념 투자정보 서비스도 도입했다.

이밖에도 최근 핀테크 기업인 두나무와 함께 국내 최초의 비상장 주식 통합거래 플랫폼을 출시하고, 네이버와 협업해 'N페이 통장'을 선보이는 등 사내외 역량을 총동원해 디지털 혁신을 과감하게 추진하고 있다.





송화정 기자 pancake@asiae.co.kr



AD



<ⓒ투자가를 위한 경제콘텐츠 플랫폼, 아시아경제(www.asiae.co.kr) 무단전재 배포금지>","디지털, 모바일, 아이디어, 콘텐츠, 사무기기","모바일:0.024, 모바일:0.024, 모바일:0.024, 모바일:0.024, 모바일:0.024"
"日 대기업, 사무실 고정 자리 없낸다... 카페형 인테리어로 경제 성장 시절 능률 되찾으려",조선일보,4개월 전,"일본 대기업을 중심으로 사무실 인테리어 변화 바람 원형탁상부터 4인용 레스토랑용 테이블, 소파 딸린 테이블까지.",,"테이블, 레스토랑, 인테리어","테이블:0.022, 테이블:0.022, 인테리어:0.022, 레스토랑:0.002"
"""개인 사무실인 줄""…도 넘은 스타벅스 카공족에 '공분'",한국경제,2개월 전,X 게시 하루 만에 조회수 1113만 돌파. 사진='X(옛 트위터)' 게시물 캡처. 사진='X(옛 트위터)' 게시물 캡처. 일본의 한 스타벅스 매장에서 도를 넘은...,,스타벅스,스타벅스:0.010
"사무용 가구 트렌드, 획일서 '소통'으로",파이낸셜뉴스,08개월 전,'샐러리맨의 꿈'이자 '기업의 별'인 임원 집무실용 가구가 변하고 있다. 소파가 사라지고 그 자리에 회의 테이블이 채워지는가 하면 중후한 느낌의...,"수평적 소통 트렌드에 따라 임원 집무실 소파 사라지고 회의 테이블 등 배치 늘어나







'샐러리맨의 꿈'이자 '기업의 별'인 임원 집무실용 가구가 변하고 있다. 소파가 사라지고 그 자리에 회의 테이블이 채워지는가 하면 중후한 느낌의 책상에서 스탠딩 책상을 비치하는 임원실이 증가하고 있는 것. 이 같은 변화는 직급의 경계가 낮아지고 수평적인 소통과 협업이 중요시되는 최근 사무환경 트렌드에 따른 것으로 풀이된다. 사무 가구업계 역시 이같은 제품 출시에 열을 올리고 있다는 분석이다.14일 퍼시스 등 관련업계에 따르면 책상과 소파로 구성된 임원실의 비중이 2007년 이전에는 전체 임원실 중 13%에 해당하였으나 2008년 이후에는 8%로 내려갔다. 반면 책상과 회의 테이블로 구성된 임원실은 2007년 72%에서 2008년에는 80%로 증가했다.책상, 소파, 회의 테이블을 모두 배치한 임원실의 비율도 7%에서 3%로 하락하여 임원 공간이 점점 개방되고 가벼워지고 있다는 분석이다.이는 기업 내 임원들의 실무 참여 비중이 증가하고 자연스레 직원들과 더 많은 소통을 하게 되면서 생긴 변화로 풀이된다. 이에 따라 임원실 가구 디자인 역시 이전과는 다른 양상을 띠게 됐다. 기존 임원용 가구는 두꺼운 목재와 짙은 컬러, 사방이 막힌 디자인으로 묵직하고 중후한 멋을 보여주고자 했다. 그러나 최근 들어 한층 날씬해지고 세련된 중역용 가구가 각광을 받고 있다는 설명이다.이와함께 임원실의 위치변화도 변화의 중심에 있다.일반 직원들과 같은 층에서 근무하거나, 혹은 별도의 공간을 마련하지 않고 직원들과 함께 같은 공간에서 일하도록 임원실의 위치를 바꾸는 기업이 점점 늘어나고 있는 것. 특히 업무 중간 중간 자리에서 일어나 일하기 위해 스탠딩 책상을 비치한 임원실이 최근 증가하고 있다. 권위보다는 '건강'과 '업무 효율성의 향상'을 동시에 고려하고 있는 것이다.이 같은 변화에 발맞춘 임원용 가구제품도 잇달아 나오고 있다. 퍼시스의 모션데스크 블랙(Motion Desk: Black)은 임원실의 변화에 맞춰 출시한 중역용 스탠딩 데스크다. 엄숙한 디자인 대신, 슬림하고 가벼운 디자인으로 기존의 모션데스크가 지닌 트렌디한 장점을 살리면서 고급스러운 컬러감으로 임원실로서의 품위를 잃지 않도록 도와준다.코아스는 모피어스 시리즈가 대표적인 임원용 제품이다. 이 제품 역시 임원용 가구의 무거운 이미지를 탈피해 가벼운 색감을 도입했다.각종 수납장 도어는 별도의 손잡이가 필요 없는 푸시 오픈 도어(Push-open Door)를 적용해 깔끔한 외관을 자랑한다. 현대리바트의 경우 아직 출시전이지만 임원용 전동책상 개발에 들어간 상태다.가구업계 관계자는 ""기업 내 임원들의 실무 참여 비중이 증가하고 자연스레 직원들과 더 많은 소통을 하게 되면서, 임원실 가구 디자인 역시 이전과는 다른 양상을 띠게 되었다""며 ""이같은 변화에 너무 무겁지 않고 슬림한 디자인의 임원용 가구가 각광받고 있는 것""이라고 말했다.leeyb@fnnews.com 이유범 기자

※ 저작권자 ⓒ 파이낸셜뉴스, 무단전재-재배포 금지","스탠딩, 테이블, 디자인, 샐러리맨, 데스크","디자인:0.043, 디자인:0.043, 디자인:0.043, 디자인:0.043, 디자인:0.043"
"카페같은 오피스에서 일한다는 것, 스파크플러스 신논현점",브런치스토리,9개월 전,"스플러의 하루 | 여러분은 어디서 일하는 걸 좋아하세요? 부드러운 음악이 흐르는 카페, 적당한 긴장감과 모던한 무드가 돋보이는 오피스.",,"스플러, 여러분, 긴장감","긴장감:0.001, 여러분:0.001, 스플러:0.001"
[현장+] 넷플릭스 서울오피스에 가다 - 머니S,머니S,1개월 전,넷플릭스는 전세계 190개국에 서비스 중인 인터넷동영상서비스(OTT) 플랫폼이다. 2017년 한국시장에 진출해 약 3년간 1500억원에 달하는 오리지널...,,"넷플릭스, 인터넷","인터넷:0.008, 넷플릭스:0.002"
"""내 눈 의심했다"" 스벅에 모니터 가져온 민폐 손님에 '시끌'",네이트,5개월 전,한눈에 보는 오늘 : 사회 - 뉴스 : 한 손님이 스타벅스로 보이는 매장 내에서 테이블 위에 노트북과 사무용 모니터를 올려놓고 작업하는 모습.,"한 손님이 스타벅스로 보이는 매장 내에서 테이블 위에 노트북과 사무용 모니터를 올려놓고 작업하는 모습. /온라인 커뮤니티

지난 2022년 유튜브 채널 '너덜트'가 카공족을 패러디한 '카페 전기 도둑' 영상. /유튜브 영상 캡처

프랜차이즈 커피 전문점 ‘스타벅스’에서 도를 넘은 카공족 손님이 포착됐다. 노트북으로 모자라 컴퓨터 모니터까지 들고 와 설치해 작업을 하는 모습이 목격되면서 네티즌들은 “도저히 이해할 수 없는 행동”라는 반응을 보였다.19일 한 온라인 커뮤티니에는 ‘스벅(스타벅스) 왔는데 내 눈을 의심함’이라는 제목으로 이 모습이 찍힌 사진 한 장이 올라왔다. 공개된 사진에는 한 손님이 스타벅스로 보이는 매장 내에서 테이블 위에 노트북과 사무용 모니터를 올려놓고 작업하는 모습이 담겨 있다.사진 속 손님은 테이블 두 개를 사용하고 있었는데, 왼쪽 테이블에는 거치대에 올린 노트북이, 오른쪽 테이블에는 대형 모니터가 놓여 있었고 콘센트에 멀티탭까지 연결해둔 상태였다. 해당 매장이 어딘지, 언제 찍힌 사진인지 등 자세한 내용은 알려지지 않았다. 이 사진을 올린 글쓴이는 “스타벅스는 이런 행동을 제한하지 않으니 상관없다고 보느냐, 아니면 아무리 그렇다 해도 이건 도가 지나친 행동으로 보느냐”고 질문했다.네티즌 대부분은 스타벅스는 매장 내에서 노트북으로 작업을 하는 손님에게 별도의 제재를 하지 않는다고 해도 이러한 행위가 공공장소에서 에티켓에 어긋난다는 의견이었다.“카공족이나 일하는 사람들 많이 봤지만 저건 선 넘었다” “저럴 거면 공유 오피스를 빌리는 게 낫지 않나. PC방이라고 생각하나” “모니터를 들고 오는 게 더 힘들겠다. 정성이 대단하다” “공중도덕과 상식이 왜 존재하느냐. 당연히 민폐” “금지하지 않는다고 해도 알아서 적정선을 지켜야 한다. 저런 사람 때문에 규칙이 생기는 거다” “이건 영업방해로 고소해도 할 말 없겠다” 등의 반응이었다.다만 일부 네티즌은 “스타벅스에서 제재하지 않는 이상 눈살 찌푸려져도 뭐라할 순 없는 일”이라는 의견도 냈다.네티즌들은 지난 2022년 유튜브 채널 ‘너덜트’가 카공족을 풍자한 ‘카페 전기 도둑’ 영상을 언급하기도 했다. 이 영상에서 한 카페를 찾은 두 남성은 카페에서 아이스 아메리카노 두 잔을 시켜놓고 테이블에 모니터와 노트북을 설치하고 멀티탭에 보조배터리를 충전하면서 4시간을 머물렀다. 이들은 “너덜트에서 본 카공족 편을 실제로 보게 될 줄이야” “너덜트에서 웃기려고 찍은 건 줄 알았는데 현실이 더 개그”라고 했다.지난해에도 비슷한 사례가 여럿 있었다. 스타벅스 창가 테이블에 앉아 듀얼 모니터를 설치하고 작업하는 남성의 사진이 인터넷 커뮤니티에 공개됐다. 서울 은평구의 한 카페에는 중년 남성 2명이 프린터를 들고 와 2시간가량 개인 업무를 처리 했다는 사연이 전해지기도 했다.이혜진 기자 sunset@chosun.com","스타벅스, 모니터, 너덜트, 테이블, 네티즌","테이블:0.022, 테이블:0.022, 테이블:0.022, 테이블:0.022, 테이블:0.022"
[날씨] 주말까지 전국 강한 장맛비…한낮 폭염 주춤,ZUM 뉴스,1개월 전,"인천 등에는 강한 비가 집중되며, 호우경보가 발효 중인데요. 내일까지, 중부와 호남에 많게는 150mm의 호우가 내리겠고, 그 밖의 지역도 100mm 안팎...","현재 서울 등 중부지방 곳곳에 장맛비가 내리고 있습니다.



인천 등에는 강한 비가 집중되며, 호우경보가 발효 중인데요.



점차 장마 구름이 확대되면서, 전국에 비를 뿌리겠습니다.



내일까지, 중부와 호남에 많게는 150mm의 호우가 내리겠고, 그 밖의 지역도 100mm 안팎으로 양이 많겠습니다.



다만, 오늘 남부지방은 소강상태를 보일 때가 있겠습니다.



특히, 오늘은 중부지방에 강한 비가 집중되겠는데요.





중부 곳곳에 시간당 50mm 안팎의 호우가 예상됩니다.



전국에 바람도 강하게 불겠습니다.



특히 서해안과 강원 산지에는 초속 20m 안팎의 돌풍이 예상돼, 비바람 대비를 잘 해주셔야겠습니다.





어제 서울은 34도를 웃돌며, 올해 최고 기온을 기록했는데요.



오늘은 비가 내리면서 서울 낮 기온 25도에 머물겠습니다.



다만, 아침 더위는 이어지고 있습니다.





현재 기온을 보시면, 강릉이 28.5도로, 열대야가 나타날 가능성이 있겠고요.



한낮에는 대부분 지역이 30도를 밑돌면서, 어제보다 많게는 10도가량 기온이 낮겠습니다.



주말인 내일, 중부지방의 비는 오후면 대부분 그치겠고요.



휴일에는 제주와 남해안에 비가 내릴 전망입니다.



지금까지 날씨 전해드렸습니다.



(전세영 기상캐스터)



#날씨 #기상 #주말날씨 #폭우 #돌풍 #여름 #호우특보 #장마 #무더위 #열대야



연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23



노수미(luxiumei88@yna.co.kr)","중부지방, 호우경보, 열대야, 전세영, 장맛비","가능성:0.007, 중부지방:0.001, 중부지방:0.001, 중부지방:0.001, 호우경보:0.001"
"""개인 사무실인 줄""…도 넘은 스타벅스 카공족에 '공분'",네이트 뉴스,2개월 전,한눈에 보는 오늘 : 경제 - 뉴스 : 사진='X(옛 트위터)' 게시물 캡처일본의 한 스타벅스 매장에서 도를 넘은 '카공족(카페에서 장시간 공부하는...,"사진='X(옛 트위터)' 게시물 캡처

일본의 한 스타벅스 매장에서 도를 넘은 '카공족(카페에서 장시간 공부하는 사람)'이 포착돼 화제다.나오미라는 이름의 한 일본 누리꾼은 지난 25일 X(엑스·옛 트위터)에 ""스타벅스에서 이거 허용돼?""라는 글과 사진을 함께 게재했다.해당 사진에 나온 한 남성 손님은 노트북과 태블릿 PC, 휴대폰 등을 여러 대 세워두고 마치 개인 사무실인 것처럼 작업을 하는 모습이 담겼다. 이뿐만 아니라 개인 사무용품과 텀블러, 키링, 인형들도 카페 테이블에 잔뜩 늘어놓은 모습이다.이뿐만 아니라 본인이 가져온 것으로 추정되는 여러 개의 충전기와 충전 선이 늘어져 있는 모습도 눈에 띈다. 책상 아래엔 각종 가방과 쇼핑백 개인용품들이 어지럽게 널브러져 있다.해당 게시물은 공개 하루 만에 1113만 조회수를 돌파하며 온라인에서 큰 화제를 끌고 있다.이를 본 일본 누리꾼들은 ""제재가 없다고 해도 상식선에서 이해가 안 간다"", ""카페에 들어갔는데 저런 손님 보면 당황해서 돌아갈 듯"", ""이래서 카공족 제재가 필요하다"", ""이렇게까지 작업 환경을 만들다니 어떻게 보면 대단하다"" 등의 반응을 보였다.일본뿐 아니라 국내에서도 카공족 논란이 계속되고 있다. 지난 4월 국내 한 스타벅스 매장에서 한 손님이 매장 테이블 위에 개인 사무용 모니터와 노트북, 개인용품 등을 올려놓고 사용하는 모습이 포착돼 한 차례 누리꾼들의 공분을 샀기도 했다. 지난해 9월에는 카공 손님을 받지 않겠다는 목적의 'NO 20대 존' 카페가 등장해 많은 자영업자들의 공감을 얻었다.유지희 한경닷컴 기자 keephee@hankyung.com","스타벅스, 누리꾼, 한경닷컴, 널브러져, 테이블","테이블:0.022, 테이블:0.022, 온라인:0.016, 스타벅스:0.010, 스타벅스:0.010"
"“신세경 얼굴에 염산 테러” 협박글 남긴 30대女, 징역 8개월 실형..""정신적 고통 상당""",ZUM 뉴스,3주 전,"배우 신세경을 향해 수백 건에 이르는 협박, 모욕성 게시물을 올린 30대 여성이 징역 8개월 선고를 받았다. 4일 한 매체에 따르면 서울동부지법 형사3...","[OSEN=김성락 기자] 16일 오후 서울 구로구 라마다 서울신도림에서 tvN 새 토일드라마 ‘세작, 매혹된 자들’ 제작발표회가 열렸다. 배우 신세경이 포토타임을 갖고 있다. 2024.01.16 / ksl0919@osen.co.kr

[OSEN=김채연 기자] 배우 신세경을 향해 수백 건에 이르는 협박, 모욕성 게시물을 올린 30대 여성이 징역 8개월 선고를 받았다.



4일 한 매체에 따르면 서울동부지법 형사3단독(이호동 부장판사)는 지난 2일 협박 및 모욕 혐의로 기소된 30대 여성 A씨(35)에 징역 8개월의 실형을 선고했다. 앞서 검찰은 징역 2년을 구형한 바 있다.



A씨는 지난해 6월부터 8월까지 온라인 커뮤니티 내 신세경 관련 게시판과 드라마 게시판에 신세경을 협박하고 모욕하는 글을 450여차례 작성한 혐의로 재판에 넘겨졌다.

[OSEN=김채연 기자] 배우 신세경을 향해 수백 건에 이르는 협박, 모욕성 게시물을 올린 30대 여성이 징역 8개월 선고를 받았다.4일 한 매체에 따르면 서울동부지법 형사3단독(이호동 부장판사)는 지난 2일 협박 및 모욕 혐의로 기소된 30대 여성 A씨(35)에 징역 8개월의 실형을 선고했다. 앞서 검찰은 징역 2년을 구형한 바 있다.A씨는 지난해 6월부터 8월까지 온라인 커뮤니티 내 신세경 관련 게시판과 드라마 게시판에 신세경을 협박하고 모욕하는 글을 450여차례 작성한 혐의로 재판에 넘겨졌다.



또한 판결문에는 A씨가 신세경을 향한 염산 테러를 언급하며 협박하고, 성적·신체 비하, 가족 모욕 내용 등을 했다고 적시됐다.



이에 재판부는 “A씨가 유명 연예인인 피해자에 대한 별다른 이유 없이 모욕적인 글과 해악을 가할 듯한 글을 다수 작성해 피해자가 상당한 정식적 고통을 겪고 있으며, 엄벌을 탄원하고 있다”고 발곃ㅆ다.



그러나 재판부는 “A씨가 피해자에 실제로 해악을 실현할 의사는 없었던 것으로 보이는 점을 고려했다”며 양형 이유를 설명했다.





/cykim@osen.co.kr



[사진] OSEN DB","신세경, 게시판, 피해자, 드라마, 이호동","온라인:0.016, 온라인:0.016, 드라마:0.002, 드라마:0.002, 드라마:0.002"
"예스퍼니처, 겨울 이벤트 실시…의자, 책상 등 사무용 가구 파격가에",시선뉴스,15개월 전,,"[시선뉴스] 창사 26주년을 맞은 사무용가구 쇼핑몰 예스퍼니처에서, ‘따뜻한 겨울 빅 이벤트’를 진행한다.

사무용 책상, 이동서랍, 투톤 파티션, 의자 등 사무실에 꼭 필요한 가구들을 파격적인 가격에 만나볼 수 있다. 제품 전시장이 연중 무휴로 운영 중이라 사무실용 테이블, 쇼파 등 제품의 품질을 직접 확인해 보고 구매도 가능하다.

대량 구매 시에는 특별한 사은품인 고급 본체 받침대를 추가로 제공한다. 100만 원 이상 구매 시에는 5개 제품을, 70만원 이상 구매 시에는 3개 제품을 사은품으로 제공하며, 사은품 관련 자세한 사항은 고객센터를 통해 확인할 수 있다.

또한, 12월 한 달간 예스퍼니처 상품을 5만원 이상만 구매해도, 신한카드, 현대카드, 삼성카드, 롯데카드 등 주요 카드의 무이자 혜택을 받을 수 있다.

예스퍼니처의 사무실 가구는 국내 제작으로 저품질 인터넷 판매 가구들에 비해 내구성이 매우 우수할 뿐만 아니라, 수입산에 비해 다양한 색상과 디자인을 선보이고 있다. 또한, 예스퍼니처는 조달청 등록 업체로 관공서와 학교를 비롯해 다수의 도매 주문을 진행하는 등 제품의 품질을 믿고 구매할 수 있다.

예스퍼니처 관계자는 “예스퍼니처의 고품질 국내산 사무용 가구가 MBC드라마 내일도승리, TVN드라마 신분을숨겨라, 고교처세왕 등 인기 드라마를 통해 알려지면서 고객들의 더욱 큰 관심과 성원을 받고 있다”면서, “창사 26주년을 기념하는 한 편, 관심과 성원에 보답하고자 겨울철 이벤트를 진행하고 있으니 많은 혜택을 받아가시길 바란다”고 전했다.

예스퍼니처가 진행하는 이벤트 및 사무용 가구 제품에 관한 자세한 사항은 예스퍼니처 공식 홈페이지(www.gaguyes.co.kr)에서 확인할 수 있다.","드라마, 이상만, 처세왕, 신한카드, 겨울철","디자인:0.043, 테이블:0.022, 인터넷:0.008, 파티션:0.007, 조달청:0.004"
"이효리X지드래곤 조합 보나…""앨범 같이 하고 싶어 DM 보냈다""",ZUM 뉴스,1개월 전,가수 이효리가 그룹 빅뱅 멤버 겸 가수 지드래곤에게 DM(다이렉트 메시지)를 보냈다고 밝혔다. 28일 유튜브 채널 '뜬뜬'에 공개된 '한솥밥은 핑계고'...,"가수 이효리가 그룹 빅뱅 멤버 겸 가수 지드래곤에게 DM(다이렉트 메시지)를 보냈다고 밝혔다. /사진=유튜브 채널 '뜬뜬'

가수 이효리가 그룹 빅뱅 멤버 겸 가수 지드래곤(본명 권지용)에게 DM(다이렉트 메시지)를 보냈다고 밝혔다.



28일 유튜브 채널 '뜬뜬'에 공개된 '한솥밥은 핑계고'라는 제목의 영상에는 게스트로 이효리와 방송인 양세찬이 출연해 이야기를 나누는 모습이 담겼다.



영상에서 이효리는 근황을 묻는 질문에 ""DM으로 연락해서 만나고 싶은 사람을 만나고 있다. 연락처를 아예 모르니까""라고 말했다.

가수 이효리가 그룹 빅뱅 멤버 겸 가수 지드래곤(본명 권지용)에게 DM(다이렉트 메시지)를 보냈다고 밝혔다.28일 유튜브 채널 '뜬뜬'에 공개된 '한솥밥은 핑계고'라는 제목의 영상에는 게스트로 이효리와 방송인 양세찬이 출연해 이야기를 나누는 모습이 담겼다.영상에서 이효리는 근황을 묻는 질문에 ""DM으로 연락해서 만나고 싶은 사람을 만나고 있다. 연락처를 아예 모르니까""라고 말했다.



그러면서 ""음악적 조언 같은 것도 듣고 싶으니까. 나로서는 최선을 다해서 하는 것""이라고 부연했다.



이에 유재석은 ""전혀 친분도 없는데 참 대단하다. 쉽지 않은데""라고 감탄했다.



이효리는 ""만나서 정말 좋은 얘기 많이 듣고 자신감도 많이 생긴다. 그루비룸 친구들도 연락해서 만나고 지디도 DM으로 연락해서 만나자고 했는데 못 만났다. 다시 한 번 시도해보려고 한다""고 말했다.





그러면서 ""그래도 (지드래곤이) 읽고 답장을 했다""며 ""이번 앨범에 같이 뭘 해보고 싶더라. 지드래곤이랑 뭘 같이 해본 적이 없다. 얼마 전에 '유 퀴즈 온 더 블럭'에 나온 걸 봤다. 내가 느끼는 거랑 똑같더라. 저랑 다르기도 하지만 비슷한 게 많았다. 톱스타로 살았던 부분이""라고 말해 웃음을 자아냈다.



그는 ""지디가 '다 채워 봤는데 안 채워진다. 돈도 벌어보고 인기도 많이 받아 보고 했는데 내면의 외로움이나 공허함이 안 채워진다'고 하더라. 나도 그렇다. 좋은 남편도 있지만 공허함이라는 건 이유가 없는 거 같다""고 덧붙였다.



박다영 기자 allzero@mt.co.kr



Copyright ⓒ 머니투데이 & mt.co.kr. 무단 전재 및 재배포, AI학습 이용 금지.","이효리, 지드래곤, 다이렉트, 메시지, 유튜브","이야기:0.004, 이야기:0.004, 유튜브:0.002, 유튜브:0.002, 유튜브:0.002"
